date,activity_type,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length
2020-01-06 17:40:00,Cycling,Portland Cycling,3.86,174,00:19:23,114,169,1.7,0,0,11.9,22.6,272,98,0.0
2020-01-06 07:50:14,Cycling,Portland Cycling,3.41,156,00:16:18,115,150,2.0,0,0,12.5,20.9,46,240,0.0
2020-01-03 17:17:40,Cycling,Portland Cycling,3.81,160,00:18:36,111,131,1.2,0,0,12.3,21.5,285,92,0.0
2020-01-03 07:55:14,Cycling,Portland Cycling,3.51,168,00:15:00,125,162,2.1,0,0,14.0,21.5,36,220,0.0
2020-01-02 17:45:25,Cycling,Portland Cycling,3.81,228,00:17:33,134,163,2.5,0,0,13.0,22.6,269,98,0.0
2020-01-02 07:45:14,Cycling,Portland Cycling,3.51,134,00:15:46,110,149,1.2,0,0,13.4,22.9,36,226,0.0
2019-12-31 13:33:16,Hiking,Deschutes County Hiking,1.84,485,00:49:23,129,177,3.5,87,220,26:51,15:08,597,607,0.69
2019-12-27 15:00:47,Hiking,Deschutes County Hiking,3.28,718,01:35:48,116,169,3.2,74,221,29:09,17:01,656,679,0.75
2019-12-25 12:41:09,Hiking,Deschutes County Hiking,5.31,707,02:07:27,99,140,1.6,89,196,24:01,15:08,397,394,0.75
2019-12-19 18:30:40,Indoor Cycling,Indoor Cycling,0.0,654,00:47:21,145,175,4.2,0,0,0,0,0,0,0.0
2019-12-18 17:21:06,Cycling,Portland Cycling,3.74,168,00:18:28,114,160,2.0,0,0,12.1,21.8,262,98,0.0
2019-12-17 07:50:11,Cycling,Portland Cycling,3.48,173,00:14:48,127,154,2.3,0,0,14.1,23.8,46,226,0.0
2019-12-16 17:34:43,Cycling,Portland Cycling,3.82,209,00:18:10,128,174,2.5,0,0,12.6,20.7,272,92,0.0
2019-12-16 07:53:34,Cycling,Portland Cycling,3.48,179,00:13:54,133,163,2.6,0,0,15.0,23.5,59,230,0.0
2019-12-13 17:14:23,Cycling,Portland Cycling,3.85,239,00:20:07,131,171,2.6,0,0,11.5,18.8,282,92,0.0
2019-12-13 08:03:50,Cycling,Portland Cycling,3.34,150,00:13:56,122,149,2.1,0,0,14.4,26.2,39,217,0.0
2019-12-12 17:13:53,Cycling,Portland Cycling,3.79,224,00:17:58,132,173,3.0,0,0,12.7,23.6,279,102,0.0
2019-12-12 07:52:57,Cycling,Portland Cycling,3.43,171,00:14:25,128,167,2.5,0,0,14.3,24.5,36,213,0.0
2019-12-11 17:30:18,Cycling,Portland Cycling,3.87,277,00:20:08,141,182,3.4,0,0,11.5,21.7,266,95,0.0
2019-11-25 17:45:40,Cycling,Portland Cycling,3.82,223,00:18:57,129,153,2.1,0,0,12.1,20.2,279,95,0.0
2019-11-25 07:55:57,Cycling,Portland Cycling,3.38,118,00:14:15,110,129,0.6,0,0,14.3,25.5,36,220,0.0
2019-11-22 17:16:18,Cycling,Portland Cycling,3.95,238,00:26:11,118,143,1.6,0,0,9.1,21.4,305,125,0.0
2019-11-22 07:52:57,Cycling,Portland Cycling,3.24,136,00:11:45,126,151,1.8,0,0,16.6,26.3,36,213,0.0
2019-11-21 17:39:48,Cycling,Portland Cycling,3.82,221,00:19:58,126,179,2.4,0,0,11.5,22.1,282,98,0.0
2019-11-21 07:51:50,Cycling,Portland Cycling,3.41,184,00:14:52,131,159,2.3,0,0,13.8,24.5,46,233,0.0
2019-11-20 17:25:31,Cycling,Portland Cycling,3.83,181,00:19:03,117,157,1.9,0,0,12.1,24.2,266,92,0.0
2019-11-20 07:47:26,Cycling,Portland Cycling,3.47,143,00:16:17,112,145,1.4,0,0,12.8,26.4,30,220,0.0
2019-11-19 07:48:06,Cycling,Portland Cycling,3.46,152,00:14:50,120,136,1.2,0,0,14.0,23.1,30,203,0.0
2019-11-18 17:35:30,Cycling,Portland Cycling,3.84,197,00:19:40,119,142,1.6,0,0,11.7,24.3,259,85,0.0
2019-11-18 07:49:43,Cycling,Portland Cycling,3.52,144,00:14:54,117,146,1.1,0,0,14.2,25.1,49,203,0.0
2019-11-15 17:07:21,Cycling,Portland Cycling,3.84,225,00:18:58,130,156,2.3,0,0,12.2,21.6,259,95,0.0
2019-11-15 07:51:06,Cycling,Portland Cycling,3.49,165,00:15:37,121,146,1.6,0,0,13.4,27.5,30,220,0.0
2019-11-14 17:38:09,Cycling,Portland Cycling,3.81,253,00:18:05,141,167,2.8,0,0,12.6,22.3,256,82,0.0
2019-11-14 07:50:04,Cycling,Portland Cycling,3.45,152,00:14:41,120,143,1.4,0,0,14.1,24.2,39,217,0.0
2019-11-13 07:45:58,Cycling,Portland Cycling,3.5,156,00:15:57,117,141,1.2,0,0,13.2,24.9,36,210,0.0
2019-11-12 17:29:06,Cycling,Portland Cycling,3.91,238,00:19:12,132,166,2.4,0,0,12.2,21.0,246,82,0.0
2019-11-12 07:31:21,Cycling,Portland Cycling,3.53,178,00:16:39,123,138,1.5,0,0,12.7,24.0,46,223,0.0
2019-11-08 17:13:04,Cycling,Portland Cycling,3.85,205,00:19:00,123,147,2.0,0,0,12.2,21.4,259,82,0.0
2019-11-08 07:45:20,Cycling,Portland Cycling,3.5,194,00:15:36,132,165,2.5,0,0,13.5,25.8,43,210,0.0
2019-11-07 17:43:03,Cycling,Portland Cycling,3.8,188,00:18:59,118,169,2.3,0,0,12.0,23.0,259,85,0.0
2019-11-07 07:46:05,Cycling,Portland Cycling,3.56,161,00:15:44,120,144,1.6,0,0,13.6,26.2,46,230,0.0
2019-11-06 17:35:07,Cycling,Portland Cycling,3.83,250,00:19:03,136,169,2.9,0,0,12.1,22.5,259,92,0.0
2019-11-06 07:51:32,Cycling,Portland Cycling,3.56,138,00:16:07,111,140,1.2,0,0,13.2,23.7,39,207,0.0
2019-11-04 17:42:34,Cycling,Portland Cycling,3.79,200,00:19:45,120,156,2.1,0,0,11.5,22.4,266,89,0.0
2019-11-04 07:42:15,Cycling,Portland Cycling,3.56,158,00:16:19,117,147,1.8,0,0,13.1,25.7,39,213,0.0
2019-11-03 15:54:19,Running,Portland Running,1.01,127,00:09:43.3,130,143,2.2,158,167,9:37,5:04,7,36,1.06
2019-11-01 07:56:02,Cycling,Portland Cycling,1.03,40,00:04:51.5,108,125,0.4,0,0,12.8,17.2,7,16,0.0
2019-10-31 17:22:54,Cycling,Portland Cycling,3.82,201,00:20:36,120,140,1.8,0,0,11.1,21.5,282,92,0.0
2019-10-31 07:48:08,Cycling,Portland Cycling,3.56,168,00:15:39,123,149,2.1,0,0,13.7,24.0,36,213,0.0
2019-10-30 17:47:18,Cycling,Portland Cycling,3.81,207,00:18:21,128,170,2.7,0,0,12.5,24.4,285,79,0.0
2019-10-30 07:48:54,Cycling,Portland Cycling,3.54,164,00:15:46,122,144,2.0,0,0,13.5,26.0,36,220,0.0
2019-10-29 17:49:41,Cycling,Portland Cycling,3.9,181,00:21:39,113,153,1.7,0,0,10.8,23.4,292,89,0.0
2019-10-29 07:43:56,Cycling,Portland Cycling,3.52,156,00:14:27,122,153,2.2,0,0,14.6,28.4,62,246,0.0
2019-10-28 17:23:34,Cycling,Portland Cycling,3.84,213,00:18:48,128,168,2.6,0,0,12.3,21.2,259,79,0.0
2019-10-28 07:11:32,Cycling,Portland Cycling,3.52,135,00:13:07,122,158,2.0,0,0,16.1,27.1,56,220,0.0
2019-10-27 12:51:10,Hiking,Clackamas County Hiking,5.07,965,02:37:50,105,142,2.0,75,221,31:09,12:43,"1,014","1,040",0.69
2019-10-25 07:52:28,Cycling,Portland Cycling,3.88,172,00:18:15,117,150,2.0,0,0,12.8,21.7,89,243,0.0
2019-10-24 17:24:23,Cycling,Portland Cycling,3.8,189,00:19:04,122,158,2.2,0,0,11.9,22.5,194,13,0.0
2019-10-24 07:51:03,Cycling,Portland Cycling,3.53,122,00:15:29,108,141,1.1,0,0,13.7,27.8,46,213,0.0
2019-10-23 17:45:01,Cycling,Portland Cycling,3.98,192,00:19:26,120,149,2.1,0,0,12.3,23.9,276,95,0.0
2019-10-23 07:44:05,Cycling,Portland Cycling,3.53,142,00:14:59,116,141,1.8,0,0,14.1,29.4,46,217,0.0
2019-10-22 17:36:52,Cycling,Portland Cycling,3.85,178,00:19:24,115,135,1.9,0,0,11.9,25.3,259,89,0.0
2019-10-22 07:56:11,Cycling,Portland Cycling,3.53,103,00:14:01,105,138,1.0,0,0,15.1,27.2,43,213,0.0
2019-10-21 17:41:24,Cycling,Portland Cycling,3.82,227,00:18:28,134,172,3.0,0,0,12.4,23.8,256,85,0.0
2019-10-21 07:49:23,Cycling,Portland Cycling,3.46,121,00:15:17,109,140,1.2,0,0,13.6,24.2,33,203,0.0
2019-10-19 14:26:35,Running,Portland Running,2.03,333,00:21:39,163,183,3.7,157,167,10:39,8:26,39,56,0.96
2019-10-15 17:46:56,Cycling,Portland Cycling,2.67,132,00:14:55,113,141,1.4,0,0,10.7,24.4,246,95,0.0
2019-10-15 07:47:28,Cycling,Portland Cycling,3.57,162,00:16:23,118,157,2.1,0,0,13.1,22.3,52,230,0.0
2019-10-11 07:50:05,Cycling,Portland Cycling,3.42,157,00:14:56,122,156,2.1,0,0,13.7,25.4,49,220,0.0
2019-10-10 17:21:28,Cycling,Portland Cycling,3.86,199,00:20:08,119,160,2.2,0,0,11.5,23.2,282,105,0.0
2019-10-10 07:38:28,Cycling,Portland Cycling,3.55,127,00:15:03,110,139,1.2,0,0,14.2,25.5,59,223,0.0
2019-10-09 07:46:29,Cycling,Portland Cycling,3.49,138,00:16:34,110,131,1.2,0,0,12.6,26.4,52,246,0.0
2019-10-08 17:43:44,Cycling,Portland Cycling,3.81,189,00:19:53,118,143,1.9,0,0,11.5,22.1,262,85,0.0
2019-10-08 07:47:23,Cycling,Portland Cycling,3.66,164,00:16:37,120,147,2.0,0,0,13.2,25.4,62,217,0.0
2019-10-07 07:47:09,Cycling,Portland Cycling,3.48,117,00:15:05,106,127,0.9,0,0,13.9,24.5,46,217,0.0
2019-09-20 07:52:48,Cycling,Portland Cycling,3.49,153,00:14:53,121,139,1.6,0,0,14.1,24.3,30,210,0.0
2019-09-19 17:25:21,Cycling,Portland Cycling,3.98,243,00:23:15,124,163,2.3,0,0,10.3,20.2,253,85,0.0
2019-09-19 07:42:29,Cycling,Portland Cycling,3.55,132,00:16:01,110,134,0.9,0,0,13.3,24.4,39,203,0.0
2019-09-06 17:26:08,Cycling,Portland Cycling,3.84,318,00:21:04,152,177,3.5,0,0,10.9,20.7,249,92,0.0
2019-09-06 07:24:34,Cycling,Portland Cycling,3.52,135,00:17:21,108,136,1.1,0,0,12.2,25.4,43,213,0.0
2019-09-05 08:02:06,Cycling,Portland Cycling,3.52,156,00:18:23,112,134,1.3,0,0,11.5,23.5,43,207,0.0
2019-09-04 17:13:44,Cycling,Portland Cycling,3.81,271,00:20:53,138,172,3.4,0,0,10.9,21.4,240,95,0.0
2019-09-04 07:42:38,Cycling,Portland Cycling,3.39,114,00:16:12,103,130,0.9,0,0,12.6,25.4,36,203,0.0
2019-09-03 20:00:43,Running,Portland Running,2.02,349,00:21:04,169,187,4.3,156,167,10:25,9:09,26,52,0.99
2019-09-01 11:22:05,Hiking,Wasco County Hiking,3.3,550,01:24:01,108,151,2.0,88,232,25:28,16:55,646,627,0.72
2019-08-26 20:41:18,Running,Portland Running,2.02,343,00:22:17,164,184,3.9,156,173,11:04,8:03,36,49,0.93
2019-08-25 16:08:04,Running,Portland Running,1.44,242,00:14:44,167,184,3.6,161,168,10:14,9:04,20,36,0.98
2019-08-24 13:06:18,Running,Portland Running,2.01,337,00:19:57,171,191,4.4,160,172,9:56,8:56,33,49,1.01
2019-07-29 20:46:33,Running,Portland Running,2.22,287,00:43:37,107,120,0.6,101,110,19:39,15:58,23,43,0.81
2019-07-28 10:48:44,Hiking,Deschutes County Hiking,4.38,623,01:35:55,108,145,0.9,95,159,21:55,17:38,226,207,0.77
2019-07-27 14:21:51,Cycling,Deschutes County Cycling,9.75,804,01:09:51,137,163,3.0,0,0,8.4,22.2,335,295,0.0
2019-07-27 08:23:32,Hiking,Deschutes County Hiking,0.66,199,00:36:28,94,119,0.5,32,155,55:11,19:10,210,167,0.92
2019-07-26 15:41:13,Whitewater Kayaking/Rafting,Deschutes County Kayak,3.74,564,01:09:04,117,137,1.4,0,0,3.2,5.7,121,135,0.0
2019-07-26 11:30:24,Hiking,Deschutes County Hiking,2.16,376,00:57:37,104,144,0.9,71,215,26:40,16:14,207,197,0.85
2019-07-24 09:46:21,Hiking,Deschutes County Hiking,9.37,"1,752",03:10:21,130,174,3.3,99,218,20:19,9:45,"1,266","1,234",0.8
2019-07-21 15:55:36,Cycling,Portland Cycling,30.46,"1,544",02:34:23,138,177,3.8,0,0,11.8,27.6,843,807,0.0
2019-07-20 10:47:28,Running,Portland Running,1.03,156,00:10:41,144,155,2.5,157,174,10:24,8:46,3,26,0.99
2019-07-14 12:24:04,Cycling,Portland Cycling,21.65,"1,052",01:46:21,130,156,2.9,0,0,12.2,23.2,436,430,0.0
2019-07-05 14:32:41,Hiking,Klamath County Hiking,2.07,526,00:58:47,115,155,2.7,80,159,28:19,11:44,"1,001","1,447",0.71
2019-06-30 19:24:11,Running,Portland Running,1.0,162,00:10:19,161,177,2.8,158,171,10:15,9:20,0,30,0.99
2019-06-28 15:00:42,Cycling,Portland Cycling,3.36,130,00:17:58,103,148,0.8,0,0,11.2,24.5,52,210,0.0
2019-06-23 13:30:49,Cycling,Portland Cycling,5.35,290,00:36:18,111,150,1.4,0,0,8.8,13.9,121,39,0.0
2019-06-23 11:32:02,Cycling,Portland Cycling,5.54,237,00:39:04,99,126,0.5,0,0,8.5,15.6,20,121,0.0
2019-06-20 21:26:46,Cycling,Portland Cycling,5.0,146,00:20:55,103,132,0.7,0,0,14.3,20.9,98,30,0.0
2019-06-20 20:52:06,Cycling,Portland Cycling,6.39,248,00:27:57,114,149,2.0,0,0,13.7,23.0,39,135,0.0
2019-06-18 19:04:15,Running,Portland Running,1.02,145,00:10:47,136,150,2.3,148,213,10:33,7:41,23,7,1.03
2019-06-08 18:21:36,Cycling,Portland Cycling,1.65,104,00:07:35.5,139,167,2.2,0,0,13.1,21.9,33,39,0.0
2019-06-08 17:55:05,Cycling,Portland Cycling,1.67,87,00:07:14.6,129,150,1.7,0,0,13.9,22.9,62,16,0.0
2019-06-04 15:48:27,Cycling,Portland Cycling,5.28,388,00:30:02,138,175,3.7,0,0,10.5,21.7,233,52,0.0
2019-06-04 14:45:02,Cycling,Portland Cycling,3.38,165,00:15:02,125,155,2.1,0,0,13.5,26.1,39,194,0.0
2019-06-02 15:08:01,Cycling,Portland Cycling,8.25,602,01:10:44,118,149,2.1,0,0,7.0,17.2,302,135,0.0
2019-06-02 13:28:31,Cycling,Portland Cycling,7.55,385,00:46:13,116,138,1.3,0,0,9.8,18.3,89,243,0.0
2019-06-01 20:02:12,Cycling,Portland Cycling,3.17,168,00:23:43,103,137,0.9,0,0,8.0,20.9,13,177,0.0
2019-05-05 19:11:48,Running,Portland Running,0.62,100,00:06:47.3,150,173,2.2,153,171,11:00,9:27,3,3,0.96
2019-04-28 11:51:24,Hiking,Klickitat County Hiking,4.96,"1,030",02:23:28,116,146,2.5,82,245,28:56,7:07,"1,398","1,348",0.68
2019-04-22 13:35:55,Running,Portland Running,0.78,109,00:08:27.2,133,153,2.0,150,164,10:48,8:43,7,16,1.0
2019-04-21 17:27:39,Cycling,Portland Cycling,2.25,136,00:10:28,136,164,2.2,0,0,12.9,19.7,43,39,0.0
2019-04-21 10:42:57,Running,Portland Running,1.51,233,00:16:15,146,189,2.9,159,167,10:45,9:15,30,33,0.94
2019-04-15 10:24:28,Running,Portland Running,1.04,158,00:10:48,144,156,2.8,161,169,10:24,9:06,20,16,0.96
2019-04-11 07:43:19,Running,Portland Running,1.5,242,00:16:23,150,170,3.0,157,165,10:53,10:01,30,33,0.94
2019-04-10 12:30:19,Strength Training,Strength,0.0,4,00:01:23.9,94,102,0.0,0,0,0,0,0,0,0.0
2019-04-10 07:00:00,Other,Spinning® - MyFitnessPal,0.0,340,00:40:00,0,0,0,0,0,0,0,0,0,0.0
2019-04-09 05:30:00,Other,Spinning® - MyFitnessPal,0.0,714,01:00:00,0,0,0,0,0,0,0,0,0,0.0
2019-03-30 13:12:35,Hiking,Cascade Locks Hiking,4.24,690,01:49:22,108,146,2.1,88,219,25:46,6:35,873,837,0.71
2019-03-01 16:06:38,Running,Portland - Running,1.03,159,00:12:50,137,156,2.4,136,169,12:30,8:56,46,13,0.95
2019-03-01 15:45:03,Running,Portland - Running,1.01,168,00:10:58,156,178,3.1,152,179,10:54,8:57,13,7,0.97
2018-11-28 17:31:14,Yoga,Yoga,0.0,458,01:04:01,112,161,3.0,0,0,0,0,0,0,0.0
2018-10-21 12:32:27,Cycling,Portland Cycling,6.78,403,00:32:53,139,171,3.3,0,0,12.4,22.9,236,164,0.0
2018-10-21 11:05:45,Cycling,Portland Cycling,6.92,362,00:30:27,135,173,3.3,0,0,13.6,22.9,144,210,0.0
2018-10-06 12:19:43,Hiking,Portland Hiking,2.02,413,00:55:41,111,151,2.5,89,160,27:34,18:12,568,577,0.66
2018-09-20 18:03:06,Running,Portland Running,1.01,144,00:09:53.8,148,163,2.3,157,176,9:49,7:56,20,43,1.05
2018-09-15 20:31:46,Running,Valley County Running,11.52,"2,185",04:04:50,135,182,5.0,93,234,21:15,11:56,"2,165","2,671",0.81
2018-09-10 18:09:12,Running,Portland Running,2.28,437,00:29:08,158,186,3.8,147,223,12:47,7:59,295,308,0.85
2018-09-08 08:08:11,Running,Tillamook County Running,5.01,899,00:58:27,156,178,3.4,146,186,11:40,8:17,10,23,0.95
2018-09-05 18:07:48,Running,Portland Running,6.01,"1,205",01:05:13,171,197,5.0,147,235,10:51,7:55,180,269,1.01
