Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Elev Gain,Elev Loss,Avg Pace,Best Pace,Total Strokes,Climb Time,Bottom Time,Unnamed: 0,Unnamed: 0.1,Total Reps,Total Sets
Running,6/8/2021 17:06,False,Portland Running,8.01,"1,341",1:12:58,159,182,4.4,172,205,9:06,7:27,,,1.03,0.0,0.0,0.0,0.0,0.0,0:00,69.8,0:00,No,00:05.4,9,0.0,1:11:12,1:12:58,114,278,299,305,,,,,,,,,
Running,6/5/2021 10:14,False,Portland Running,10.01,"1,552",1:35:59,149,169,3.3,176,201,9:36,7:49,,,0.95,0.0,0.0,0.0,0.0,0.0,0:00,68.0,0:00,No,00:03.6,11,0.0,1:35:49,1:35:59,154,281,394,397,,,,,,,,,
Golf,6/4/2021 7:04,False,Portland Golf,3.16,356,1:53:12,74,125,0.1,--,--,1.7,33.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0:00,68.0,0:00,No,53:11.7,1,0.0,0:39:00,1:53:12,157,203,102,128,,,,,,,,,
Running,6/3/2021 11:53,False,Portland Running,5.39,948,0:52:35,158,177,3.6,171,196,9:45,8:00,,,0.97,0.0,0.0,0.0,0.0,0.0,0:00,80.6,0:00,No,03:37.7,6,0.0,0:52:05,0:52:35,157,581,663,653,,,,,,,,,
Running,6/1/2021 15:20,False,Portland Running,7.01,"1,237",1:10:29,155,172,3.7,166,208,10:03,8:39,,,0.96,0.0,0.0,0.0,0.0,0.0,0:00,87.8,0:00,No,00:04.2,8,0.0,1:08:52,1:10:29,170,279,282,256,,,,,,,,,
Running,5/30/2021 18:21,False,Portland Running,6.29,"1,020",1:00:08,150,159,3.2,172,189,9:33,8:16,,,0.98,0.0,0.0,0.0,0.0,0.0,0:00,82.4,0:00,No,02:56.6,7,0.0,0:59:56,1:00:08,49,189,240,243,,,,,,,,,
Running,5/29/2021 5:48,False,Portland Running,26.21,"4,078",5:15:38,147,171,3.7,169,228,12:03,8:26,,,0.79,0.0,0.0,0.0,0.0,0.0,0:00,55.4,0:00,No,02:19.8,27,0.0,5:15:14,5:18:55,304,932,"2,034","2,008",,,,,,,,,
Running,5/27/2021 13:28,False,Portland Running,8.01,"1,326",1:16:58,152,164,3.5,170,200,9:37,8:09,,,0.98,0.0,0.0,0.0,0.0,0.0,0:00,73.4,0:00,No,00:03.5,9,0.0,1:15:16,1:16:58,145,300,341,361,,,,,,,,,
Running,5/26/2021 13:07,False,Portland Running,6.21,"1,050",0:59:10,156,178,3.5,171,197,9:32,7:30,,,0.99,0.0,0.0,0.0,0.0,0.0,0:00,73.4,0:00,No,01:49.4,7,0.0,0:58:00,0:59:10,162,592,764,735,,,,,,,,,
Running,5/25/2021 6:38,False,Portland Running,10.01,"1,531",1:37:21,146,164,3.0,172,196,9:44,8:06,,,0.96,0.0,0.0,0.0,0.0,0.0,0:00,60.8,0:00,No,00:04.1,11,0.0,1:36:24,1:37:21,182,315,341,358,,,,,,,,,
Running,5/23/2021 17:06,False,Portland Running,12.01,"1,945",2:00:05,153,177,3.6,172,222,10:00,7:53,,,0.94,0.0,0.0,0.0,0.0,0.0,0:00,66.2,0:00,No,00:09.4,13,0.0,1:59:10,2:00:05,161,642,883,781,,,,,,,,,
Running,5/22/2021 8:03,False,Portland Running,20.01,"3,254",3:53:10,149,172,3.6,167,214,11:39,8:14,,,0.82,0.0,0.0,0.0,0.0,0.0,0:00,53.6,0:00,No,00:03.4,21,0.0,3:52:39,3:58:06,237,928,"1,611","1,575",,,,,,,,,
Running,5/20/2021 15:28,False,Portland Running,3.06,393,0:21:43,153,187,3.0,179,194,7:05,6:37,,,1.27,0.0,0.0,0.0,0.0,0.0,0:00,66.2,0:00,No,00:28.6,4,0.0,0:21:40,0:21:43,69,98,62,62,,,,,,,,,
Running,5/19/2021 17:31,False,Portland Running,8.01,"1,244",1:19:00,146,164,2.8,167,191,9:52,7:58,,,0.98,0.0,0.0,0.0,0.0,0.0,0:00,60.8,0:00,No,00:04.8,9,0.0,1:17:50,1:20:01,176,311,377,381,,,,,,,,,
Golf,5/18/2021 18:02,False,Portland Golf,4.55,883,2:46:29,90,140,0.4,--,--,1.6,4.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0:00,64.4,0:00,No,46:28.6,1,0.0,1:27:53,2:46:29,157,203,220,217,,,,,,,,,
Running,5/18/2021 6:09,False,Portland Running,10.06,"1,451",1:39:35,141,164,2.7,172,188,9:54,8:02,,,0.94,0.0,0.0,0.0,0.0,0.0,0:00,57.2,0:00,No,00:34.0,11,0.0,1:38:56,1:39:35,135,265,325,351,,,,,,,,,
Running,5/15/2021 10:05,False,Portland Running,10.37,"1,736",1:43:34,152,173,3.7,171,192,9:59,7:56,,,0.95,0.0,0.0,0.0,0.0,0.0,0:00,69.8,0:00,No,03:20.3,11,0.0,1:42:54,1:43:34,66,654,719,686,,,,,,,,,
Running,5/14/2021 12:17,False,Portland Running,5.02,894,0:46:56,162,183,3.8,168,190,9:21,7:36,,,1.03,0.0,0.0,0.0,0.0,0.0,0:00,78.8,0:00,No,00:13.2,6,0.0,0:46:11,0:46:56,158,601,505,482,,,,,,,,,
Running,5/11/2021 13:06,False,Portland Running,7.01,"1,174",1:05:48,155,168,3.7,167,201,9:23,7:33,,,1.03,0.0,0.0,0.0,0.0,0.0,0:00,77.0,0:00,No,00:05.3,8,0.0,1:04:35,1:05:48,158,322,331,322,,,,,,,,,
Running,5/9/2021 11:31,False,Portland Running,6.01,884,1:00:09,137,157,2.4,170,182,10:01,8:04,,,0.94,0.0,0.0,0.0,0.0,0.0,0:00,69.8,0:00,No,00:04.5,7,0.0,1:00:07,1:00:09,76,184,210,190,,,,,,,,,
Running,5/8/2021 8:10,False,Portland Running,24.01,"3,536",4:09:06,148,166,3.7,171,199,10:23,8:04,,,0.91,0.0,0.0,0.0,0.0,0.0,0:00,59.0,0:00,No,00:04.2,25,0.0,4:08:08,4:15:55,-29,788,"1,145","1,125",,,,,,,,,
Running,5/6/2021 9:49,False,Portland Running,8.01,"1,334",1:19:16,151,167,3.3,169,194,9:53,8:24,,,0.96,0.0,0.0,0.0,0.0,0.0,0:00,69.8,0:00,No,00:09.0,9,0.0,1:18:31,1:19:16,108,262,344,358,,,,,,,,,
Running,5/5/2021 15:30,False,Portland Running,5.01,867,0:47:25,158,172,3.5,165,187,9:28,7:59,,,1.03,0.0,0.0,0.0,0.0,0.0,0:00,78.8,0:00,No,00:04.7,6,0.0,0:46:07,0:47:25,163,603,515,463,,,,,,,,,
Running,5/4/2021 17:08,False,Portland Running,10.01,"1,594",1:38:11,148,171,3.3,168,186,9:49,8:29,,,0.98,0.0,0.0,0.0,0.0,0.0,0:00,71.6,0:00,No,00:05.1,11,0.0,1:37:26,1:38:11,174,293,331,322,,,,,,,,,
Running,5/2/2021 17:55,False,Portland Running,8.01,"1,181",1:20:18,142,154,2.6,165,188,10:01,4:19,,,0.97,0.0,0.0,0.0,0.0,0.0,0:00,69.8,0:00,No,00:05.7,9,0.0,1:19:17,1:20:18,114,240,328,305,,,,,,,,,
Hiking,5/2/2021 11:40,False,Wasco County Hiking,3.61,744,1:29:55,102,171,2.7,90,157,24:54:00,14:27,,,0.72,0.0,0.0,0.0,0.0,0.0,0:00,66.2,0:00,No,29:54.5,1,0.0,1:23:38,1:52:14,837,"1,860","1,043","1,024",,,,,,,,,
Cycling,5/1/2021 15:17,False,Vancouver Cycling,10.55,657,1:18:33,110,142,0.8,--,--,8.1,19.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0:00,68.0,0:00,No,04:48.6,3,0.0,1:14:49,1:19:05,132,232,361,341,,,,,,,,,
Running,5/1/2021 9:34,False,Portland Running,16.08,"2,385",2:38:45,148,164,3.2,168,210,9:53,8:21,,,0.97,0.0,0.0,0.0,0.0,0.0,0:00,62.6,0:00,No,00:39.9,17,0.0,2:36:22,2:38:45,47,362,528,515,,,,,,,,,
Running,4/29/2021 13:28,False,Portland Running,8.01,"1,369",1:18:10,153,173,3.7,167,194,9:46,8:03,,,0.99,0.0,0.0,0.0,0.0,0.0,0:00,80.6,0:00,No,00:03.2,9,0.0,1:16:40,1:18:10,159,315,341,335,,,,,,,,,
Running,4/28/2021 13:10,False,Portland Running,5.1,793,0:43:52,155,179,3.6,171,196,8:36,6:36,,,1.09,0.0,0.0,0.0,0.0,0.0,0:00,78.8,0:00,No,00:47.2,6,0.0,0:43:39,0:45:21,168,287,187,210,,,,,,,,,
Running,4/27/2021 13:18,False,Portland Running,8.04,"1,273",1:18:22,148,163,3.2,165,198,9:45,8:23,,,1.0,0.0,0.0,0.0,0.0,0.0,0:00,71.6,0:00,No,00:25.6,9,0.0,1:15:45,1:18:22,98,270,367,351,,,,,,,,,
Running,4/25/2021 17:20,False,Portland Running,9.25,"1,425",1:31:19,146,161,3.1,169,198,9:52,8:27,,,0.96,0.0,0.0,0.0,0.0,0.0,0:00,64.4,0:00,No,02:24.8,10,0.0,1:30:31,1:33:33,142,554,614,564,,,,,,,,,
Running,4/24/2021 9:10,False,Portland Running,20.25,"3,489",3:54:36,156,187,3.7,164,190,11:35,8:27,,,0.84,0.0,0.0,0.0,0.0,0.0,0:00,55.4,0:00,No,02:40.5,21,0.0,3:53:30,4:03:54,-28,925,"1,407","1,565",,,,,,,,,
Running,4/22/2021 13:22,False,Portland Running,8.01,"1,401",1:18:57,157,173,3.8,166,196,9:52,8:03,,,0.98,0.0,0.0,0.0,0.0,0.0,0:00,69.8,0:00,No,00:02.9,9,0.0,1:17:13,1:18:57,163,323,325,315,,,,,,,,,
Running,4/21/2021 15:12,False,Portland Running,6.01,"1,040",0:56:52,159,179,3.9,168,196,9:28,7:22,,,1.01,0.0,0.0,0.0,0.0,0.0,0:00,77.0,0:00,No,00:03.3,7,0.0,0:55:27,0:56:52,154,597,705,689,,,,,,,,,
Running,4/20/2021 17:35,False,Portland Running,8.01,"1,280",1:18:24,148,172,3.3,170,190,9:47,7:27,,,0.97,0.0,0.0,0.0,0.0,0.0,0:00,75.2,0:00,No,00:05.3,9,0.0,1:17:51,1:18:24,188,270,299,282,,,,,,,,,
Running,4/16/2021 18:22,False,Portland Running,10.01,"1,681",1:41:22,155,187,3.9,169,184,10:08,8:52,,,0.94,0.0,0.0,0.0,0.0,0.0,0:00,75.2,0:00,No,00:03.7,11,0.0,1:40:11,1:42:25,25,587,653,663,,,,,,,,,
Running,4/15/2021 14:55,False,Portland Running,5.22,902,0:48:19,160,176,3.8,170,191,9:15,7:28,,,1.02,0.0,0.0,0.0,0.0,0.0,0:00,77.0,0:00,No,01:48.7,6,0.0,0:47:52,0:48:19,161,598,505,499,,,,,,,,,
Cycling,4/14/2021 14:01,False,Portland Cycling,8.48,394,0:39:16,117,153,1.1,--,--,13,31.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0:00,73.4,0:00,No,13:23.8,2,0.0,0:38:46,0:45:52,204,625,571,568,,,,,,,,,
Running,4/13/2021 13:51,False,Portland Running,5.02,867,0:47:44,157,172,3.6,168,192,9:30,7:54,,,1.01,0.0,0.0,0.0,0.0,0.0,0:00,71.6,0:00,No,00:11.9,6,0.0,0:46:58,0:47:44,189,311,210,180,,,,,,,,,
Running,4/11/2021 15:01,False,Portland Running,8.01,"1,279",1:17:18,149,164,3.5,171,185,9:39,8:35,,,0.97,0.0,0.0,0.0,0.0,0.0,0:00,68.0,0:00,No,00:03.9,9,0.0,1:17:07,1:17:18,56,623,653,476,,,,,,,,,
Running,4/10/2021 9:01,False,Portland Running,20.01,"3,154",3:30:35,153,177,3.6,171,201,10:31,8:11,,,0.89,0.0,0.0,0.0,0.0,0.0,0:00,57.2,0:00,No,00:08.0,21,0.0,3:29:21,3:31:37,-51,776,"1,296","1,312",,,,,,,,,
Running,4/9/2021 23:15,False,Running,0.0,2,01:01.1,68,83,0.0,--,--,--,--,,,0.0,0.0,0.0,0.0,0.0,0.0,0:00,87.8,0:00,No,01:01.1,1,0.0,0:00:00,01:01.1,230,232,--,--,,,,,,,,,
Other,4/9/2021 23:12,False,Navigate,0.0,--,00:08.4,60,61,0.0,--,--,--,--,,,0.0,0.0,0.0,0.0,0.0,0.0,0:00,89.6,0:00,No,00:08.4,1,0.0,0:00:00,00:08.4,228,229,--,--,,,,,,,,,
Running,4/8/2021 12:33,False,Portland Running,8.42,"1,375",1:25:31,148,165,3.2,167,197,10:10,8:43,,,0.95,0.0,0.0,0.0,0.0,0.0,0:00,60.8,0:00,No,04:16.2,9,0.0,1:24:44,1:26:24,18,522,574,600,,,,,,,,,
Running,4/7/2021 14:49,False,Portland Running,6.01,983,0:56:21,153,169,3.4,167,191,9:23,7:30,,,1.03,0.0,0.0,0.0,0.0,0.0,0:00,59.0,0:00,No,00:03.8,7,0.0,0:54:54,0:58:05,157,280,259,223,,,,,,,,,
Running,4/6/2021 13:06,False,Portland Running,8.01,"1,318",1:19:34,153,173,3.5,169,188,9:56,7:47,,,0.96,0.0,0.0,0.0,0.0,0.0,0:00,69.8,0:00,No,00:06.5,9,0.0,1:18:46,1:19:34,161,614,896,860,,,,,,,,,
Running,4/4/2021 17:34,False,Portland Running,0.58,84,05:11.9,145,158,1.1,178,196,8:57,8:13,,,1.01,0.0,0.0,0.0,0.0,0.0,0:00,66.2,0:00,No,05:11.9,1,0.0,05:11.9,05:11.9,168,279,--,108,,,,,,,,,
Running,4/4/2021 15:23,False,Portland Running,12.01,"1,860",2:02:14,146,169,3.1,170,198,10:11,7:53,,,0.93,0.0,0.0,0.0,0.0,0.0,0:00,64.4,0:00,No,00:08.6,13,0.0,2:02:09,2:04:31,29,633,843,650,,,,,,,,,
Running,4/3/2021 16:09,False,Portland Running,12.01,"1,950",1:59:48,151,170,3.2,171,192,9:58,8:17,,,0.95,0.0,0.0,0.0,0.0,0.0,0:00,75.2,0:00,No,00:05.0,13,0.0,1:57:49,2:00:21,161,346,427,374,,,,,,,,,
Running,4/1/2021 12:33,False,Portland Running,8.16,"1,398",1:20:24,153,169,3.7,169,192,9:51,7:44,,,0.97,0.0,0.0,0.0,0.0,0.0,0:00,73.4,0:00,No,01:30.6,9,0.0,1:19:21,1:20:24,161,280,364,344,,,,,,,,,
Indoor Rowing,2021-01-01 15:53:59,False,Indoor Rowing,--,527,01:00:23,108,169,1.6,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,01:00:23.39,1,0.0,,,,,--,--,--,--,1851,1:00:23,0:00,,,,
Walking,2021-01-01 15:00:25,False,Deschutes County Walking,2.00,301,00:42:22,104,128,0.3,98,129,,,,,0.78,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,20:58.07,2,0.0,,,,,161,177,21:12,16:20,--,42:22,0:00,,,,
Running,2020-12-31 10:37:05,False,Deschutes County Running,6.21,996,00:53:34,159,172,3.8,174,190,,,,,1.08,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,01:35.67,7,0.0,,,,,217,256,8:37,7:26,--,53:34,0:00,,,,
Running,2020-12-30 10:26:35,False,Deschutes County Running,4.01,665,00:35:17,160,177,3.5,171,190,,,,,1.07,0.0,0.0,0.0,0.0,0.0,,51.8,0:00,No,00:07.23,5,0.0,,,,,223,240,8:47,7:54,--,35:17,0:00,,,,
Indoor Rowing,2020-12-29 10:37:41,False,Indoor Rowing,--,235,01:01:15,76,107,0.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,01:01:14.81,1,0.0,,,,,--,--,--,--,1718,1:01:15,0:00,,,,
Walking,2020-12-28 15:13:33,False,Deschutes County Walking,2.00,296,00:42:38,104,117,0.3,94,140,,,,,0.8,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,07:02.05,3,0.0,,,,,151,171,21:20,16:48,--,42:38,0:00,,,,
Running,2020-12-28 10:54:10,False,Deschutes County Running,6.21,"1,014",00:54:02,160,175,3.9,173,192,,,,,1.07,0.0,0.0,0.0,0.0,0.0,,46.4,0:00,No,01:44.15,7,0.0,,,,,259,302,8:42,7:42,--,54:02,0:00,,,,
Indoor Rowing,2020-12-27 15:24:00,False,Indoor Rowing,--,674,01:03:47,118,157,2.1,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,01:03:46.69,1,0.0,,,,,--,--,--,--,1782,1:03:47,0:00,,,,
Hiking,2020-12-26 15:25:38,False,Deschutes County Hiking,2.33,299,00:46:40,96,109,0.2,99,127,,,,,0.81,0.0,0.0,0.0,0.0,0.0,,50.0,0:00,No,46:40.07,1,0.0,,,,,16,43,20:01,17:25,--,46:40,0:00,,,,
Running,2020-12-26 11:20:18,False,Deschutes County Running,5.01,814,00:44:13,157,172,3.6,171,186,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,51.8,0:00,No,00:02.80,6,0.0,,,,,213,249,8:50,7:37,--,44:13,0:00,,,,
Hiking,2020-12-25 14:39:50,False,Deschutes County Hiking,1.94,303,00:39:02,105,145,0.7,102,123,,,,,0.79,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,39:02.16,1,0.0,,,,,135,112,20:06,16:48,--,39:02,0:00,,,,
Running,2020-12-24 13:00:26,False,Deschutes County Running,4.01,648,00:36:02,154,172,3.3,168,195,,,,,1.07,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,00:08.31,5,0.0,,,,,197,210,8:59,7:45,--,36:02,0:00,,,,
Running,2020-12-23 10:07:43,False,Portland Running,5.01,762,00:40:20,159,182,3.7,175,190,,,,,1.14,0.0,0.0,0.0,0.0,0.0,,50.0,0:00,No,00:02.40,6,0.0,,,,,43,79,8:03,7:04,--,40:20,0:00,,,,
Running,2020-12-22 12:25:16,False,Portland Running,4.01,651,00:35:23,156,174,3.4,166,186,,,,,1.1,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,00:06.18,5,0.0,,,,,33,82,8:49,7:35,--,35:23,0:00,,,,
Running,2020-12-20 15:24:06,False,Portland Running,6.21,987,00:54:40,156,171,3.8,169,188,,,,,1.08,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,01:50.74,7,0.0,,,,,131,154,8:48,7:18,--,54:40,0:00,,,,
Running,2020-12-17 12:58:01,False,Portland Running,4.01,649,00:35:11,159,176,3.4,167,186,,,,,1.1,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:05.63,5,0.0,,,,,23,82,8:46,7:41,--,35:11,0:00,,,,
Running,2020-12-16 14:31:37,False,Portland Running,4.01,638,00:32:53,166,179,3.6,173,184,,,,,1.14,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:07.02,5,0.0,,,,,33,59,8:12,7:11,--,32:53,0:00,,,,
Running,2020-12-14 13:27:56,False,Portland Running,5.40,865,00:47:11,158,172,3.8,168,186,,,,,1.1,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,03:29.15,6,0.0,,,,,112,141,8:44,7:27,--,47:11,0:00,,,,
Running,2020-12-12 13:02:20,False,Portland Running,7.01,"1,155",01:02:12,161,177,4.2,171,186,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,00:07.71,8,0.0,,,,,144,157,8:52,8:03,--,1:02:12,0:00,,,,
Running,2020-12-10 10:35:14,False,Portland Running,4.02,633,00:34:06,159,184,3.5,172,188,,,,,1.1,0.0,0.0,0.0,0.0,0.0,,53.6,0:00,No,00:07.60,5,0.0,,,,,39,62,8:29,7:18,--,34:06,0:00,,,,
Running,2020-12-08 14:18:35,False,Portland Running,4.01,650,00:34:22,161,173,3.5,170,180,,,,,1.11,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:03.45,5,0.0,,,,,23,56,8:34,7:46,--,34:22,0:00,,,,
Running,2020-12-06 14:05:19,False,Portland Running,4.01,602,00:32:06,162,176,3.6,174,188,,,,,1.15,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:03.03,5,0.0,,,,,33,72,8:01,7:17,--,32:06,0:00,,,,
Running,2020-12-05 10:49:26,False,Portland Running,5.02,792,00:41:47,164,180,4.0,173,188,,,,,1.12,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:08.09,6,0.0,,,,,79,85,8:20,6:58,--,41:47,0:00,,,,
Running,2020-12-03 12:56:23,False,Portland Running,4.01,638,00:35:04,158,170,3.5,170,182,,,,,1.08,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:03.54,5,0.0,,,,,39,75,8:45,7:56,--,35:04,0:00,,,,
Running,2020-12-01 13:38:44,False,Portland Running,5.04,812,00:44:31,159,171,3.7,170,196,,,,,1.07,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,00:17.62,6,0.0,,,,,49,66,8:50,7:53,--,44:31,0:00,,,,
Running,2020-11-30 14:04:11,False,Portland Running,4.01,615,00:33:52,158,178,3.4,166,190,,,,,1.15,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,00:02.72,5,0.0,,,,,26,72,8:27,7:11,--,33:52,0:00,,,,
Hiking,2020-11-28 12:38:30,False,Deschutes County Hiking,2.63,572,01:18:51,102,157,2.2,71,173,,,,,0.75,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,01:18:51.10,1,0.0,,,,,656,636,30:00,16:26,--,1:18:51,0:00,,,,
Running,2020-11-28 10:19:12,False,Deschutes County Running,6.21,"1,008",00:57:28,157,173,3.7,169,188,,,,,1.03,0.0,0.0,0.0,0.0,0.0,,44.6,0:00,No,01:50.30,7,0.0,,,,,400,417,9:15,8:24,--,57:28,0:00,,,,
Hiking,2020-11-27 11:55:44,False,Deschutes County Hiking,4.63,525,01:56:38,84,135,0.2,81,199,,,,,0.79,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,01:56:37.70,1,0.0,,,,,272,230,25:13,15:42,--,1:56:38,0:00,,,,
Running,2020-11-26 11:21:06,False,Deschutes County Running,4.01,662,00:40:33,153,170,3.1,168,194,,,,,0.94,0.0,0.0,0.0,0.0,0.0,,57.2,0:00,No,00:03.78,5,0.0,,,,,276,279,10:08,7:33,--,40:33,0:00,,,,
Running,2020-11-24 14:28:12,False,Portland Running,3.11,475,00:26:04,159,174,3.2,171,186,,,,,1.12,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:46.73,4,0.0,,,,,52,79,8:24,7:22,--,26:04,0:00,,,,
Running,2020-11-23 13:20:33,False,Portland Running,4.01,652,00:36:47,155,167,3.4,167,184,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:03.54,5,0.0,,,,,10,69,9:10,8:16,--,36:47,0:00,,,,
Cycling,2020-11-22 15:19:50,False,Portland Cycling,6.09,285,00:30:34,113,139,0.7,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,06:17.64,2,0.0,,,,,148,151,11.9,18.7,--,30:34,0:00,,,,
Running,2020-11-21 16:10:17,False,Portland Running,5.01,796,00:46:06,153,172,3.5,167,190,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,53.6,0:00,No,00:04.70,6,0.0,,,,,62,82,9:12,7:27,--,46:06,0:00,,,,
Running,2020-11-20 13:31:09,False,Portland Running,4.02,649,00:36:54,156,168,3.3,170,182,,,,,1.03,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:09.39,5,0.0,,,,,39,66,9:11,8:27,--,36:54,0:00,,,,
Running,2020-11-19 13:33:06,False,Portland Running,5.01,820,00:45:13,160,170,3.8,169,184,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:04.44,6,0.0,,,,,39,82,9:01,8:10,--,45:13,0:00,,,,
Running,2020-11-18 17:47:54,False,Portland Running,2.94,468,00:26:56,154,170,3.1,167,184,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,53.6,0:00,No,08:43.75,3,0.0,,,,,43,108,9:10,7:18,--,26:56,0:00,,,,
Running,2020-11-16 13:17:51,False,Portland Running,4.01,636,00:35:55,155,172,3.4,171,184,,,,,1.05,0.0,0.0,0.0,0.0,0.0,,64.4,0:00,No,00:05.62,5,0.0,,,,,33,56,8:58,8:07,--,35:55,0:00,,,,
Running,2020-11-15 15:03:39,False,Portland Running,2.34,369,00:22:26,146,160,2.6,168,178,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,03:17.48,3,0.0,,,,,46,66,9:35,8:51,--,22:26,0:00,,,,
Running,2020-11-13 16:23:46,False,Portland Running,4.01,636,00:36:41,154,174,3.3,166,186,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,00:07.41,5,0.0,,,,,26,92,9:08,7:45,--,36:41,0:00,,,,
Running,2020-11-12 11:55:48,False,Portland Running,4.02,647,00:36:07,159,176,3.5,169,188,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,60.8,0:00,No,00:09.53,5,0.0,,,,,52,59,8:59,7:27,--,36:07,0:00,,,,
Cycling,2020-11-11 15:00:49,False,Portland Cycling,10.02,564,00:47:27,127,166,2.3,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,62.6,0:00,No,00:51.91,3,0.0,,,,,387,410,12.7,24.4,--,47:27,0:00,,,,
Running,2020-11-10 15:12:40,False,Portland Running,3.11,463,00:25:42,157,178,3.2,174,184,,,,,1.12,0.0,0.0,0.0,0.0,0.0,,59.0,0:00,No,00:54.51,4,0.0,,,,,46,82,8:16,7:36,--,25:42,0:00,,,,
Running,2020-11-08 16:14:17,False,Portland Running,6.26,"1,011",00:58:11,156,171,3.7,166,184,,,,,1.03,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,02:10.73,7,0.0,,,,,121,180,9:17,8:02,--,58:11,0:00,,,,
Running,2020-11-06 14:33:08,False,Portland Running,4.35,703,00:38:38,161,173,3.6,165,186,,,,,1.1,0.0,0.0,0.0,0.0,0.0,,55.4,0:00,No,02:57.42,5,0.0,,,,,33,82,8:53,7:44,--,38:38,0:00,,,,
Running,2020-11-04 12:16:30,False,Portland Running,4.00,638,00:35:02,161,176,3.6,167,182,,,,,1.1,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,08:14.90,4,0.0,,,,,46,62,8:45,7:28,--,35:02,0:00,,,,
Running,2020-11-03 14:17:58,False,Portland Running,4.01,623,00:35:40,157,171,3.5,170,182,,,,,1.06,0.0,0.0,0.0,0.0,0.0,,66.2,0:00,No,00:02.98,5,0.0,,,,,30,62,8:54,8:07,--,35:40,0:00,,,,
Cycling,2020-11-02 12:01:27,False,Portland Cycling,10.32,401,00:50:00,109,152,0.9,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,68.0,0:00,No,02:23.61,3,0.0,,,,,348,338,12.4,22.0,--,50:00,0:00,,,,
Running,2020-11-01 13:21:42,False,Portland Running,4.01,657,00:38:24,154,162,3.3,166,182,,,,,1.01,0.0,0.0,0.0,0.0,0.0,,75.2,0:00,No,00:07.14,5,0.0,,,,,36,46,9:34,8:13,--,38:24,0:00,,,,
Cycling,2020-10-31 16:25:04,False,Portland Cycling,9.95,558,00:48:05,128,172,2.2,--,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,69.8,0:00,No,23:34.87,2,0.0,,,,,377,371,12.4,23.9,--,48:05,0:00,,,,
